ORB,SIFT,AKAZE
87.2,87.36033519553072,91.73272933182332
86.4,87.10359408033827,93.89400921658986
81.0,81.4002828854314,91.38920780711825
89.60000000000001,87.49121574139143,94.83352468427096
89.4,89.00273224043715,95.0517836593786
84.0,85.38251366120218,92.98043728423475
89.0,86.42407277816655,91.47465437788019
91.0,92.23233030090972,94.07069555302166
84.2,86.73253352152435,93.04446978335234
83.2,86.3314447592068,93.92898052691866
84.8,87.94076163610718,91.00227790432803
88.2,91.88998589562765,95.33029612756265
84.8,84.15841584158416,90.77615298087738
87.2,91.58415841584159,93.58830146231722
87.0,88.95877009084556,93.1228861330327
77.4,72.6764500349406,88.38782412626833
87.4,89.056875449964,94.15137614678899
87.8,87.32901367890568,93.23394495412845
84.0,86.00999286224126,92.14123006833714
92.60000000000001,94.50392576730906,95.33029612756265
85.39999999999999,86.77626876340243,92.34285714285714
86.2,90.9090909090909,93.14285714285714
85.8,91.7090909090909,90.06849315068493
86.2,88.34668608885652,85.61643835616438
78.2,84.46601941747572,79.18552036199095
81.6,85.68232662192393,83.5972850678733
81.2,85.48387096774194,84.51025056947609
80.0,85.48387096774194,81.84931506849315
80.80000000000001,84.50704225352112,83.02502720348205
81.8,87.60563380281691,88.68335146898802
85.0,90.0774102744546,88.97464167585446
76.4,87.54398311048557,89.56043956043956
78.8,88.14035087719299,90.81081081081082
73.4,85.22408963585434,88.55614973262033
69.39999999999999,81.74273858921161,88.1283422459893
72.2,81.12827400940228,88.12636165577342
84.8,88.94101876675603,91.62995594713657
78.8,87.60053619302948,91.18942731277532
78.4,86.23481781376519,90.08810572687224
83.6,87.3144399460189,91.35254988913526
83.2,90.05524861878453,91.78532311062432
84.2,88.03596127247579,92.88061336254107
77.60000000000001,85.97222222222223,90.15317286652079
80.60000000000001,88.40277777777777,91.79431072210066
78.4,86.07681755829904,91.70353982300885
78.0,84.22496570644718,91.3716814159292
82.19999999999999,88.34612700628053,90.79822616407982
90.0,90.02093510118632,93.45898004434589
88.0,89.83882270497547,92.9125138427464
84.39999999999999,88.04195804195804,92.36725663716814
84.6,87.97202797202797,92.27373068432672
82.19999999999999,84.19580419580419,90.72847682119205
86.0,89.57902001380262,93.58407079646017
82.6,85.30020703933747,90.37610619469027
82.19999999999999,82.54750175932442,88.50446428571429
85.39999999999999,86.81785967399009,90.92945128779395
79.2,83.94625176803395,91.19638826185101
81.6,88.75530410183875,89.9548532731377
73.6,84.76394849785407,87.75280898876404
57.99999999999999,76.28344179320318,76.74157303370787
52.0,71.4185393258427,69.2223439211391
48.6,73.13019390581718,63.80434782608696
46.400000000000006,69.39058171745152,60.108695652173914
49.0,71.67019027484145,62.79863481228669
52.2,71.41858839972048,61.702127659574465
45.0,69.95108315863034,58.86524822695035
43.6,67.48377793799567,54.12735849056604
40.0,63.82536382536382,50.28312570781427
49.0,68.53776853776854,47.62954796030871
59.199999999999996,67.45689655172413,46.30650496141124
63.4,66.69117647058823,51.39211136890951
62.8,69.39090208172706,56.77267373380448
58.199999999999996,65.9607843137255,51.18764845605701
69.19999999999999,68.75495638382236,55.225653206650826
72.39999999999999,73.65028203062046,62.377450980392155
74.8,69.36560934891486,63.99474375821288
75.0,70.52826691380908,63.21022727272727
73.0,68.07692307692308,55.25568181818182
75.0,69.79166666666666,61.875
78.2,75.56818181818183,67.65625
80.80000000000001,78.9875835721108,72.65500794912559
